allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_gene,refseq_protein,refseq_genome,refseq_organism,refseq_parent,rrefseq_protein,refseq_same_parent,genbank_organsim_nuc,genbank_strain_nuc,genbank_organsim_prot,genbank_strain_prot,strain,parent_taxon
blaOXA-1044,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_240067726.1,NG_079234.1,No,UGY75799.1,OL809969.1,+,1,825,+,1.0,825.0,,,,blaOXA-1044,2023-11-15.1,Acinetobacter johnsonii NRZ-70260 blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044,,Acinetobacter johnsonii,Acinetobacter johnsonii,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044,Acinetobacter johnsonii,Acinetobacter johnsonii,NRZ-70260,Acinetobacter johnsonii,NRZ-70260,Acinetobacter johnsonii NRZ-70260,http://www.wikidata.org/entity/Q16991480
blaOXA-1045,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1045,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_046811527.1,NG_079235.1,No,UHC46317.1,OL790815.1,+,1,822,+,1.0,822.0,,,,blaOXA-1045,2023-11-15.1,Acinetobacter pittii AP2044 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1045,,Acinetobacter pittii,Acinetobacter pittii,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1045,Acinetobacter pittii,Acinetobacter pittii,AP2044,Acinetobacter pittii,AP2044,Acinetobacter pittii AP2044,http://www.wikidata.org/entity/Q16825015
blaOXA-1046,blaOXA,,OXA-10 family class D beta-lactamase OXA-1046,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_240067727.1,NG_079236.1,No,UHO07581.1,OL901270.1,+,1,801,+,1.0,801.0,,,,blaOXA-1046,2023-11-15.1,Pseudomonas aeruginosa 219003 blaOXA,OXA-10 family class D beta-lactamase OXA-1046,,Pseudomonas aeruginosa,Pseudomonas aeruginosa,OXA-10 family class D beta-lactamase OXA-1046,Pseudomonas aeruginosa,Pseudomonas aeruginosa,219003,Pseudomonas aeruginosa,219003,Pseudomonas aeruginosa 219003,http://www.wikidata.org/entity/Q31856
blaOXA-1047,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1047,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_213384363.1,NG_079237.1,No,UHO07585.1,OL901274.1,+,1,825,+,1.0,825.0,,,,blaOXA-1047,2023-11-15.1,Acinetobacter baumannii 21A3229 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1047,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1047,Acinetobacter baumannii,Acinetobacter baumannii,21A3229,Acinetobacter baumannii,21A3229,Acinetobacter baumannii 21A3229,http://www.wikidata.org/entity/Q3241189
blaOXA-1048,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_240067728.1,NG_079238.1,No,UHO07586.1,OL901275.1,+,1,825,+,1.0,825.0,,,,blaOXA-1048,2023-11-15.1,Acinetobacter baumannii 21A3298 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048,Acinetobacter baumannii,Acinetobacter baumannii,21A3298,Acinetobacter baumannii,21A3298,Acinetobacter baumannii 21A3298,http://www.wikidata.org/entity/Q3241189
blaOXA-1049,blaOXA,,OXA-2 family class D beta-lactamase OXA-1049,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_240067729.1,NG_079239.1,No,UHO07587.1,OL901276.1,+,1,828,+,1.0,828.0,,,,blaOXA-1049,2023-11-15.1,Pseudomonas aeruginosa 219124 blaOXA,OXA-2 family class D beta-lactamase OXA-1049,,Pseudomonas aeruginosa,Pseudomonas aeruginosa,OXA-2 family class D beta-lactamase OXA-1049,Pseudomonas aeruginosa,Pseudomonas aeruginosa,219124,Pseudomonas aeruginosa,219124,Pseudomonas aeruginosa 219124,http://www.wikidata.org/entity/Q31856
blaOXA-105,blaOXA,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-105,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_265760908.1,NG_242191.1,No,MCX0333093.1,JANRFO010000004.1,+,57305,58126,+,101.0,922.0,18195058,,,blaOXA-105,2023-11-15.1,Acinetobacter radioresistens R 866 BER blaOXA,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-105,,Acinetobacter radioresistens,Acinetobacter radioresistens,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-105,Acinetobacter radioresistens,Acinetobacter radioresistens,R 866 BER,Acinetobacter radioresistens,R 866 BER,Acinetobacter radioresistens R 866 BER,http://www.wikidata.org/entity/Q16825019
blaOXA-1050,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_240067730.1,NG_079240.1,No,UHO07589.1,OL901278.1,+,1,822,+,1.0,822.0,,,,blaOXA-1050,2023-11-15.1,Acinetobacter calcoaceticus 21A3161 blaOXA,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050,,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,21A3161,Acinetobacter calcoaceticus,21A3161,Acinetobacter calcoaceticus 21A3161,http://www.wikidata.org/entity/Q4674168
blaOXA-1051,blaOXA,,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-1051,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_240067731.1,NG_079241.1,No,UHO07590.1,OL901279.1,+,1,831,+,1.0,831.0,,,,blaOXA-1051,2023-11-15.1,Acinetobacter calcoaceticus 21A3161 blaOXA,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-1051,,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-1051,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,21A3161,Acinetobacter calcoaceticus,21A3161,Acinetobacter calcoaceticus 21A3161,http://www.wikidata.org/entity/Q4674168
blaOXA-1052,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1052,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_256875607.1,NG_081703.1,No,UIC40481.1,OM105665.1,+,1,831,+,1.0,831.0,,,,blaOXA-1052,2023-11-15.1,Acinetobacter bereziniae IHIT44690 blaOXA,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1052,,Acinetobacter bereziniae,Acinetobacter bereziniae,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1052,Acinetobacter bereziniae,Acinetobacter bereziniae,IHIT44690,Acinetobacter bereziniae,IHIT44690,Acinetobacter bereziniae IHIT44690,http://www.wikidata.org/entity/Q16824964
blaOXA-1053,blaOXA,,OXA-10 family class D beta-lactamase OXA-1053,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_240067732.1,NG_079242.1,No,BDD79959.1,LC664104.1,+,1,801,+,1.0,801.0,,,,blaOXA-1053,2023-11-15.1,Aeromonas hydrophila subsp. hydrophila 8CC5 blaOXA,OXA-10 family class D beta-lactamase OXA-1053,,Aeromonas hydrophila subsp. hydrophila,Aeromonas hydrophila,OXA-10 family class D beta-lactamase OXA-1053,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila,8CC5,Aeromonas hydrophila subsp. hydrophila,8CC5,Aeromonas hydrophila subsp. hydrophila 8CC5,http://www.wikidata.org/entity/Q2697755
blaOXA-1055,blaOXA,,OXA-48 family class D beta-lactamase OXA-1055,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_240067733.1,NG_079243.1,No,UKA98426.1,OM321042.1,+,1,792,+,1.0,792.0,,,,blaOXA-1055,2023-11-15.1,Klebsiella pneumoniae NRZ-73063 blaOXA,OXA-48 family class D beta-lactamase OXA-1055,,Klebsiella pneumoniae,Klebsiella pneumoniae,OXA-48 family class D beta-lactamase OXA-1055,Klebsiella pneumoniae,Klebsiella pneumoniae,NRZ-73063,Klebsiella pneumoniae,NRZ-73063,Klebsiella pneumoniae NRZ-73063,http://www.wikidata.org/entity/Q132592
blaOXA-1056,blaOXA,,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_240067734.1,NG_079244.1,No,UKC75978.1,OM460738.1,+,1,777,+,1.0,777.0,,,,blaOXA-1056,2023-11-15.1,Pseudomonas aeruginosa 196832 blaOXA,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056,,Pseudomonas aeruginosa,Pseudomonas aeruginosa,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056,Pseudomonas aeruginosa,Pseudomonas aeruginosa,196832,Pseudomonas aeruginosa,196832,Pseudomonas aeruginosa 196832,http://www.wikidata.org/entity/Q31856
blaOXA-1057,blaOXA,,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_240067735.1,NG_079245.1,No,UKC75979.1,OM460739.1,+,1,777,+,1.0,777.0,,,,blaOXA-1057,2023-11-15.1,Pseudomonas oleovorans 207370 blaOXA,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057,,Pseudomonas oleovorans,Pseudomonas oleovorans,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057,Pseudomonas oleovorans,Pseudomonas oleovorans,207370,Pseudomonas oleovorans,207370,Pseudomonas oleovorans 207370,http://www.wikidata.org/entity/Q7255075
blaOXA-1058,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934079.1,NG_079900.1,No,ULU82603.1,OM617740.1,+,1,825,+,1.0,825.0,,,,blaOXA-1058,2023-11-15.1,Acinetobacter baumannii TMC07 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058,Acinetobacter baumannii,Acinetobacter baumannii,TMC07,Acinetobacter baumannii,TMC07,Acinetobacter baumannii TMC07,http://www.wikidata.org/entity/Q3241189
blaOXA-1059,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934080.1,NG_079901.1,No,ULU82604.1,OM617741.1,+,1,825,+,1.0,825.0,,,,blaOXA-1059,2023-11-15.1,Acinetobacter baumannii TMC21 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059,Acinetobacter baumannii,Acinetobacter baumannii,TMC21,Acinetobacter baumannii,TMC21,Acinetobacter baumannii TMC21,http://www.wikidata.org/entity/Q3241189
blaOXA-106,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-106,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_031963705.1,NG_049398.1,No,ABV31686.1,EF650032.1,+,1,825,+,1.0,825.0,17391399,,,blaOXA-106,2023-11-15.1,Acinetobacter baumannii A457 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-106,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-106,Acinetobacter baumannii,Acinetobacter baumannii,A457,Acinetobacter baumannii,A457,Acinetobacter baumannii A457,http://www.wikidata.org/entity/Q3241189
blaOXA-1060,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934081.1,NG_079902.1,No,ULU82605.1,OM617742.1,+,1,825,+,1.0,825.0,,,,blaOXA-1060,2023-11-15.1,Acinetobacter baumannii TMC51 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060,Acinetobacter baumannii,Acinetobacter baumannii,TMC51,Acinetobacter baumannii,TMC51,Acinetobacter baumannii TMC51,http://www.wikidata.org/entity/Q3241189
blaOXA-1061,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934082.1,NG_079903.1,No,ULU82606.1,OM617743.1,+,1,825,+,1.0,825.0,,,,blaOXA-1061,2023-11-15.1,Acinetobacter baumannii TMC75 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061,Acinetobacter baumannii,Acinetobacter baumannii,TMC75,Acinetobacter baumannii,TMC75,Acinetobacter baumannii TMC75,http://www.wikidata.org/entity/Q3241189
blaOXA-1062,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934083.1,NG_079904.1,No,ULU82607.1,OM617744.1,+,1,825,+,1.0,825.0,,,,blaOXA-1062,2023-11-15.1,Acinetobacter baumannii TMC19 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062,Acinetobacter baumannii,Acinetobacter baumannii,TMC19,Acinetobacter baumannii,TMC19,Acinetobacter baumannii TMC19,http://www.wikidata.org/entity/Q3241189
blaOXA-1063,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934084.1,NG_079905.1,No,ULU82608.1,OM617745.1,+,1,825,+,1.0,825.0,,,,blaOXA-1063,2023-11-15.1,Acinetobacter baumannii TMC27 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063,Acinetobacter baumannii,Acinetobacter baumannii,TMC27,Acinetobacter baumannii,TMC27,Acinetobacter baumannii TMC27,http://www.wikidata.org/entity/Q3241189
blaOXA-1064,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934085.1,NG_079906.1,No,ULU82609.1,OM617746.1,+,1,825,+,1.0,825.0,,,,blaOXA-1064,2023-11-15.1,Acinetobacter baumannii TMC84 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064,Acinetobacter baumannii,Acinetobacter baumannii,TMC84,Acinetobacter baumannii,TMC84,Acinetobacter baumannii TMC84,http://www.wikidata.org/entity/Q3241189
blaOXA-1065,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934086.1,NG_079907.1,No,ULU82610.1,OM617747.1,+,1,825,+,1.0,825.0,,,,blaOXA-1065,2023-11-15.1,Acinetobacter baumannii TMC48 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065,Acinetobacter baumannii,Acinetobacter baumannii,TMC48,Acinetobacter baumannii,TMC48,Acinetobacter baumannii TMC48,http://www.wikidata.org/entity/Q3241189
blaOXA-1066,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934087.1,NG_079908.1,No,ULU82612.1,OM617749.1,+,1,825,+,1.0,825.0,,,,blaOXA-1066,2023-11-15.1,Acinetobacter baumannii TMC04 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066,Acinetobacter baumannii,Acinetobacter baumannii,TMC04,Acinetobacter baumannii,TMC04,Acinetobacter baumannii TMC04,http://www.wikidata.org/entity/Q3241189
blaOXA-1067,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934088.1,NG_079909.1,No,ULU82615.1,OM617752.1,+,1,825,+,1.0,825.0,,,,blaOXA-1067,2023-11-15.1,Acinetobacter baumannii TMC31 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067,Acinetobacter baumannii,Acinetobacter baumannii,TMC31,Acinetobacter baumannii,TMC31,Acinetobacter baumannii TMC31,http://www.wikidata.org/entity/Q3241189
blaOXA-1068,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934089.1,NG_079910.1,No,ULU82617.1,OM617754.1,+,1,825,+,1.0,825.0,,,,blaOXA-1068,2023-11-15.1,Acinetobacter baumannii TMC68 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068,Acinetobacter baumannii,Acinetobacter baumannii,TMC68,Acinetobacter baumannii,TMC68,Acinetobacter baumannii TMC68,http://www.wikidata.org/entity/Q3241189
blaOXA-1069,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1069,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934090.1,NG_079911.1,No,ULU82618.1,OM617755.1,+,1,825,+,1.0,825.0,,,,blaOXA-1069,2023-11-15.1,Acinetobacter baumannii TMC64 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1069,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1069,Acinetobacter baumannii,Acinetobacter baumannii,TMC64,Acinetobacter baumannii,TMC64,Acinetobacter baumannii TMC64,http://www.wikidata.org/entity/Q3241189
blaOXA-107,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_046661070.1,NG_049399.1,No,ABV31687.1,EF650033.1,+,1,825,+,1.0,825.0,17391399,,,blaOXA-107,2023-11-15.1,Acinetobacter baumannii A424 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,,Acinetobacter baumannii A424,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-107,Acinetobacter baumannii,Acinetobacter baumannii A424,A424,Acinetobacter baumannii A424,A424,Acinetobacter baumannii A424,http://www.wikidata.org/entity/Q3241189
blaOXA-1070,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1070,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934091.1,NG_079912.1,No,ULU82619.1,OM617756.1,+,1,825,+,1.0,825.0,,,,blaOXA-1070,2023-11-15.1,Acinetobacter baumannii TMC67 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1070,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1070,Acinetobacter baumannii,Acinetobacter baumannii,TMC67,Acinetobacter baumannii,TMC67,Acinetobacter baumannii TMC67,http://www.wikidata.org/entity/Q3241189
blaOXA-1071,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1071,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934092.1,NG_079913.1,No,ULU82620.1,OM617757.1,+,1,825,+,1.0,825.0,,,,blaOXA-1071,2023-11-15.1,Acinetobacter baumannii TMC36 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1071,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1071,Acinetobacter baumannii,Acinetobacter baumannii,TMC36,Acinetobacter baumannii,TMC36,Acinetobacter baumannii TMC36,http://www.wikidata.org/entity/Q3241189
blaOXA-1072,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1072,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934093.1,NG_079914.1,No,ULU82621.1,OM617758.1,+,1,825,+,1.0,825.0,,,,blaOXA-1072,2023-11-15.1,Acinetobacter baumannii TMC39 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1072,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1072,Acinetobacter baumannii,Acinetobacter baumannii,TMC39,Acinetobacter baumannii,TMC39,Acinetobacter baumannii TMC39,http://www.wikidata.org/entity/Q3241189
blaOXA-1073,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1073,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934094.1,NG_079915.1,No,ULU82622.1,OM617759.1,+,1,825,+,1.0,825.0,,,,blaOXA-1073,2023-11-15.1,Acinetobacter baumannii TMC43 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1073,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1073,Acinetobacter baumannii,Acinetobacter baumannii,TMC43,Acinetobacter baumannii,TMC43,Acinetobacter baumannii TMC43,http://www.wikidata.org/entity/Q3241189
blaOXA-1074,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1074,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934095.1,NG_079916.1,No,ULU82623.1,OM617760.1,+,1,825,+,1.0,825.0,,,,blaOXA-1074,2023-11-15.1,Acinetobacter baumannii TMC33 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1074,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1074,Acinetobacter baumannii,Acinetobacter baumannii,TMC33,Acinetobacter baumannii,TMC33,Acinetobacter baumannii TMC33,http://www.wikidata.org/entity/Q3241189
blaOXA-1075,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1075,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934096.1,NG_079917.1,No,ULU82624.1,OM617761.1,+,1,825,+,1.0,825.0,,,,blaOXA-1075,2023-11-15.1,Acinetobacter baumannii TMC06 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1075,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1075,Acinetobacter baumannii,Acinetobacter baumannii,TMC06,Acinetobacter baumannii,TMC06,Acinetobacter baumannii TMC06,http://www.wikidata.org/entity/Q3241189
blaOXA-1076,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1076,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_215763651.1,NG_079918.1,No,ULU82625.1,OM617762.1,+,1,825,+,1.0,825.0,,,,blaOXA-1076,2023-11-15.1,Acinetobacter baumannii TMC81 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1076,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1076,Acinetobacter baumannii,Acinetobacter baumannii,TMC81,Acinetobacter baumannii,TMC81,Acinetobacter baumannii TMC81,http://www.wikidata.org/entity/Q3241189
blaOXA-1077,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1077,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934097.1,NG_079919.1,No,ULU82626.1,OM617763.1,+,1,825,+,1.0,825.0,,,,blaOXA-1077,2023-11-15.1,Acinetobacter baumannii TMC55 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1077,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1077,Acinetobacter baumannii,Acinetobacter baumannii,TMC55,Acinetobacter baumannii,TMC55,Acinetobacter baumannii TMC55,http://www.wikidata.org/entity/Q3241189
blaOXA-1078,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1078,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934098.1,NG_079920.1,No,ULU82627.1,OM617764.1,+,1,825,+,1.0,825.0,,,,blaOXA-1078,2023-11-15.1,Acinetobacter baumannii TMC40 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1078,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1078,Acinetobacter baumannii,Acinetobacter baumannii,TMC40,Acinetobacter baumannii,TMC40,Acinetobacter baumannii TMC40,http://www.wikidata.org/entity/Q3241189
blaOXA-1079,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1079,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_242934099.1,NG_079921.1,No,ULU82628.1,OM617765.1,+,1,825,+,1.0,825.0,,,,blaOXA-1079,2023-11-15.1,Acinetobacter baumannii TMC34 blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1079,,Acinetobacter baumannii,Acinetobacter baumannii,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1079,Acinetobacter baumannii,Acinetobacter baumannii,TMC34,Acinetobacter baumannii,TMC34,Acinetobacter baumannii TMC34,http://www.wikidata.org/entity/Q3241189
