allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
blaOXA-663,blaOXA,,OXA-10 family class D beta-lactamase OXA-663,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_032410229.1,NG_061386.1,No,OWG16436.1,JCMW02000002.1,-,55722,56522,+,101.0,901.0,30126962,,,blaOXA-663,2024-01-31.1,Klebsiella pneumoniae,OXA-10 family class D beta-lactamase OXA-663,Klebsiella pneumoniae,Klebsiella pneumoniae BIDMC 35 blaOXA,OXA-10 family class D beta-lactamase OXA-663,,Klebsiella pneumoniae BIDMC 35,taxon:1328424,Klebsiella pneumoniae BIDMC 35,BIDMC 35,Klebsiella pneumoniae BIDMC 35,BIDMC 35,taxon:1328424,Klebsiella pneumoniae BIDMC 35,http://www.wikidata.org/entity/Q132592
blaOXA-665,blaOXA,,carbapenem-hydrolyzing class D beta-lactamase OXA-665,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016657654.1,NG_062217.1,No,EPF70268.1,ATGI01000038.1,-,274632,275453,+,101.0,922.0,30247543,,,blaOXA-665,2024-01-31.1,Acinetobacter rudis,carbapenem-hydrolyzing class D beta-lactamase OXA-665,Acinetobacter rudis,Acinetobacter rudis CIP 110305 blaOXA,carbapenem-hydrolyzing class D beta-lactamase OXA-665,,Acinetobacter rudis CIP 110305,taxon:421052,Acinetobacter rudis CIP 110305,CIP 110305,Acinetobacter rudis CIP 110305,CIP 110305,taxon:421052,Acinetobacter rudis CIP 110305,http://www.wikidata.org/entity/Q16825023
blaOXA-671,blaOXA,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-671,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_081401608.1,NG_062218.2,Yes,,ATGG01000004.1,+,55723,56565,+,101.0,943.0,30247543,,,blaOXA-671,2024-01-31.1,Acinetobacter,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-671,Acinetobacter,Acinetobacter gyllenbergii CIP 110306 = MTCC 11365 blaOXA,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-671,,Acinetobacter gyllenbergii CIP 110306 = MTCC 11365,taxon:1217657,,,Acinetobacter gyllenbergii CIP 110306 = MTCC 11365,CIP 110306,taxon:1217657,Acinetobacter gyllenbergii CIP 110306 = MTCC 11365,http://www.wikidata.org/entity/Q16824986
blaOXA-672,blaOXA,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-672,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_023271137.1,NG_062221.1,No,ESK38042.1,AYEQ01000166.1,+,161405,162247,+,101.0,943.0,30247543,,,blaOXA-672,2024-01-31.1,Acinetobacter gyllenbergii,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-672,Acinetobacter gyllenbergii,Acinetobacter gyllenbergii NIPH 230 blaOXA,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-672,,Acinetobacter gyllenbergii NIPH 230,taxon:1217658,Acinetobacter gyllenbergii NIPH 230,NIPH 230,Acinetobacter gyllenbergii NIPH 230,NIPH 230,taxon:1217658,Acinetobacter gyllenbergii NIPH 230,http://www.wikidata.org/entity/Q16824986
blaOXY-2-1,blaOXY,,extended-spectrum class A beta-lactamase OXY-2-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032727905.1,NG_049846.1,No,EYT10542.1,JHPN01000001.1,-,407581,408453,+,101.0,973.0,16048960,,,blaOXY-2-1,2024-01-31.1,Klebsiella oxytoca,extended-spectrum class A beta-lactamase OXY-2-1,Klebsiella oxytoca,Klebsiella oxytoca G54 blaOXY,extended-spectrum class A beta-lactamase OXY-2-1,,Klebsiella oxytoca G54,taxon:1409787,Klebsiella oxytoca G54,G54,Klebsiella oxytoca G54,G54,taxon:1409787,Klebsiella oxytoca G54,http://www.wikidata.org/entity/Q6420044
blaOXY-2-4,blaOXY,,extended-spectrum class A beta-lactamase OXY-2-4,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_004099854.1,NG_049854.1,No,EUC88208.1,JAKX01000001.1,+,139610,140479,+,101.0,970.0,10223957,,,blaOXY-2-4,2024-01-31.1,Klebsiella oxytoca,extended-spectrum class A beta-lactamase OXY-2-4,Klebsiella oxytoca,Klebsiella oxytoca KA-2 blaOXY,extended-spectrum class A beta-lactamase OXY-2-4,,Klebsiella oxytoca KA-2,taxon:1256996,Klebsiella oxytoca KA-2,KA-2,Klebsiella oxytoca KA-2,KA-2,taxon:1256996,Klebsiella oxytoca KA-2,http://www.wikidata.org/entity/Q6420044
blaPDC-1,blaPDC,,cephalosporin-hydrolyzing class C beta-lactamase PDC-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003101289.1,NG_049865.1,No,AAG07497.1,AE004091.2,+,4594029,4595222,+,101.0,1294.0,19258272,,,blaPDC-1,2024-01-31.1,Pseudomonas,cephalosporin-hydrolyzing class C beta-lactamase PDC-1,Pseudomonas,Pseudomonas aeruginosa PAO1 blaPDC,cephalosporin-hydrolyzing class C beta-lactamase PDC-1,,Pseudomonas aeruginosa PAO1,taxon:208964,Pseudomonas aeruginosa PAO1,PAO1,Pseudomonas aeruginosa PAO1,PAO1,taxon:208964,Pseudomonas aeruginosa PAO1,http://www.wikidata.org/entity/Q31856
blaPDC-3,blaPDC,,extended-spectrum class C beta-lactamase PDC-3,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003121934.1,NG_049901.1,No,CAW25588.1,FM209186.1,-,940031,941224,+,101.0,1294.0,19258272,,,blaPDC-3,2024-01-31.1,Pseudomonas,extended-spectrum class C beta-lactamase PDC-3,Pseudomonas,Pseudomonas aeruginosa LESB58 blaPDC,extended-spectrum class C beta-lactamase PDC-3,,Pseudomonas aeruginosa LESB58,taxon:557722,Pseudomonas aeruginosa LESB58,LESB58,Pseudomonas aeruginosa LESB58,LESB58,taxon:557722,Pseudomonas aeruginosa LESB58,http://www.wikidata.org/entity/Q31856
blaPDC-33,blaPDC,,class C beta-lactamase PDC-33,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_012074328.1,NG_049905.1,No,ABR85124.1,CP000744.1,-,987337,988530,+,101.0,1294.0,,,,blaPDC-33,2024-01-31.1,Pseudomonas aeruginosa group,class C beta-lactamase PDC-33,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PA7 blaPDC,class C beta-lactamase PDC-33,,Pseudomonas aeruginosa PA7,taxon:381754,Pseudomonas aeruginosa PA7,PA7,Pseudomonas aeruginosa PA7,PA7,taxon:381754,Pseudomonas aeruginosa PA7,http://www.wikidata.org/entity/Q31856
blaPDC-374,blaPDC,,class C beta-lactamase PDC-374,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003454242.1,NG_065926.1,No,ENH92143.1,APMD01000039.1,+,89597,90811,+,101.0,1315.0,,,,blaPDC-374,2024-01-31.1,Pseudomonas aeruginosa,class C beta-lactamase PDC-374,Pseudomonas aeruginosa,Pseudomonas aeruginosa PA45 blaPDC,class C beta-lactamase PDC-374,,Pseudomonas aeruginosa PA45,taxon:1295076,Pseudomonas aeruginosa PA45,PA45,Pseudomonas aeruginosa PA45,PA45,taxon:1295076,Pseudomonas aeruginosa PA45,http://www.wikidata.org/entity/Q31856
blaPEN-A1,blaPEN-A,,class A beta-lactamase PEN-A1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_012216561.1,NG_088441.1,No,BAG46675.1,AP009386.1,-,1834933,1835841,+,101.0,1009.0,,,,blaPEN-A1,2024-01-31.1,Burkholderia multivorans,class A beta-lactamase PEN-A1,Burkholderia multivorans,Burkholderia multivorans ATCC 17616 blaPEN-A,class A beta-lactamase PEN-A1,,Burkholderia multivorans ATCC 17616,taxon:395019,Burkholderia multivorans ATCC 17616,ATCC 17616,Burkholderia multivorans ATCC 17616,ATCC 17616,taxon:395019,Burkholderia multivorans ATCC 17616,http://www.wikidata.org/entity/Q4999018
,blaPEN-F,,PEN-F family class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_011659342.1,NG_088378.1,No,ABI89912.1,CP000441.1,-,1286725,1287618,+,101.0,994.0,,,,blaPEN-F,2024-01-31.1,Burkholderia ambifaria,PEN-F family class A beta-lactamase,Burkholderia ambifaria,Burkholderia ambifaria AMMD blaPEN-F,PEN-F family class A beta-lactamase,,Burkholderia ambifaria AMMD,taxon:339670,Burkholderia ambifaria AMMD,AMMD,Burkholderia ambifaria AMMD,AMMD,taxon:339670,Burkholderia ambifaria AMMD,http://www.wikidata.org/entity/Q4999003
,blaPEN-H,,PEN-H family class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029226214.1,NG_242279.1,Yes,,ABBE01000122.1,-,10501,11394,+,101.0,994.0,,,,blaPEN-H,2024-01-31.1,Burkholderia ubonensis,PEN-H family class A beta-lactamase,Burkholderia ubonensis,Burkholderia ubonensis Bu blaPEN-H,PEN-H family class A beta-lactamase,,Burkholderia ubonensis Bu,taxon:441166,,,Burkholderia ubonensis Bu,Bu,taxon:441166,Burkholderia ubonensis Bu,http://www.wikidata.org/entity/Q4999036
,blaPEN-L,,PEN-L family class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025370306.1,NG_048033.1,No,AHI75361.1,CP004098.1,-,1746663,1747547,+,101.0,985.0,,,,blaPEN-L,2024-01-31.1,Burkholderia thailandensis,PEN-L family class A beta-lactamase,Burkholderia thailandensis,Burkholderia thailandensis 2002721723 blaPEN-L,PEN-L family class A beta-lactamase,,Burkholderia thailandensis 2002721723,taxon:1241582,Burkholderia thailandensis 2002721723,2002721723,Burkholderia thailandensis 2002721723,2002721723,taxon:1241582,Burkholderia thailandensis 2002721723,http://www.wikidata.org/entity/Q4999034
,blaPEN-bcc,,"PEN family class A beta-lactamase, Bcc-type",core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_027789588.1,NG_048030.1,No,AIO27915.1,CP007748.1,-,111555,112493,+,101.0,1039.0,,,,blaPEN-bcc,2024-01-31.1,Burkholderia cepacia,"PEN family class A beta-lactamase, Bcc-type",Burkholderia cepacia,Burkholderia cepacia ATCC 25416 blaPEN-bcc,"PEN family class A beta-lactamase, Bcc-type",,Burkholderia cepacia ATCC 25416,taxon:983594,Burkholderia cepacia ATCC 25416,ATCC 25416,Burkholderia cepacia ATCC 25416,ATCC 25416,taxon:983594,Burkholderia cepacia ATCC 25416,http://www.wikidata.org/entity/Q139227
blaPER-10,blaPER,,extended-spectrum class A beta-lactamase PER-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_001100752.1,NG_059319.1,No,EKA64008.1,AMGG01000070.1,-,3292,4218,+,101.0,1027.0,,,,blaPER-10,2024-01-31.1,Acinetobacter baumannii,extended-spectrum class A beta-lactamase PER-10,Acinetobacter baumannii,Acinetobacter baumannii WC-692 blaPER,extended-spectrum class A beta-lactamase PER-10,,Acinetobacter baumannii WC-692,taxon:903913,Acinetobacter baumannii WC-692,WC-692,Acinetobacter baumannii WC-692,WC-692,taxon:903913,Acinetobacter baumannii WC-692,http://www.wikidata.org/entity/Q3241189
blaPFM-4,blaPFM,,subclass B2 metallo-beta-lactamase PFM-4,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_198799270.1,NG_148672.1,No,MBU4627809.1,JACOMR010000005.1,+,4635,5396,+,101.0,862.0,,,,blaPFM-4,2024-01-31.1,Pseudomonas,subclass B2 metallo-beta-lactamase PFM-4,Pseudomonas,Pseudomonas sp. BF61 blaPFM,subclass B2 metallo-beta-lactamase PFM-4,,Pseudomonas sp. BF61,taxon:2741068,Pseudomonas sp. BF61,BF61,Pseudomonas sp. BF61,BF61,taxon:2741068,Pseudomonas sp. BF61,http://www.wikidata.org/entity/Q21365165
blaPLA-1,blaPLA,,broad-spectrum class A beta-lactamase PLA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032699754.1,NG_049969.1,No,AAP79046.1,AY302757.1,+,187,1062,+,101.0,976.0,14693555,,,blaPLA-1,2024-01-31.1,Raoultella planticola,broad-spectrum class A beta-lactamase PLA-1,Raoultella planticola,Raoultella planticola ATCC 33531 blaPLA,broad-spectrum class A beta-lactamase PLA-1,,Raoultella planticola ATCC 33531,taxon:1005996,Raoultella planticola ATCC 33531,ATCC 33531,Raoultella planticola ATCC 33531,ATCC 33531,taxon:1005996,Raoultella planticola ATCC 33531,http://www.wikidata.org/entity/Q4048019
,blaR1,,beta-lactam sensor/signal transducer BlaR1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_001096392.1,NG_051774.1,No,EEV80683.1,ACKE01000030.1,-,11711,13468,+,101.0,1858.0,,,,blaR1,2024-01-31.1,Bacillales,beta-lactam sensor/signal transducer BlaR1,Bacillales,Staphylococcus aureus A6224 blaR1,beta-lactam sensor/signal transducer BlaR1,,Staphylococcus aureus A6224,taxon:553568,Staphylococcus aureus A6224,A6224,Staphylococcus aureus A6224,A6224,taxon:553568,Staphylococcus aureus A6224,http://www.wikidata.org/entity/Q188121
,blaR1,,beta-lactam sensor/signal transducer BlaR1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_001096386.1,NG_047537.1,No,AAW52778.1,CP000028.1,+,2651,4408,+,101.0,1858.0,,,,blaR1-2,2024-01-31.1,Terrabacteria group,beta-lactam sensor/signal transducer BlaR1,Terrabacteria group,Staphylococcus epidermidis RP62A pSERP blaR1,beta-lactam sensor/signal transducer BlaR1,,Staphylococcus epidermidis RP62A,taxon:176279,Staphylococcus epidermidis RP62A,RP62A,Staphylococcus epidermidis RP62A,RP62A,taxon:176279,Staphylococcus epidermidis RP62A,http://www.wikidata.org/entity/Q131915
,blaR1,,beta-lactam sensor/signal transducer BlaR1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_001096376.1,NG_047539.1,No,ADQ78155.1,CP002111.1,+,16048,17805,+,101.0,1858.0,,,,blaR1,2024-01-31.1,Staphylococcus,beta-lactam sensor/signal transducer BlaR1,Staphylococcus,Staphylococcus aureus subsp. aureus TCH60 unnamed blaR1,beta-lactam sensor/signal transducer BlaR1,,Staphylococcus aureus subsp. aureus TCH60,taxon:548473,Staphylococcus aureus subsp. aureus TCH60,TCH60,Staphylococcus aureus subsp. aureus TCH60,TCH60,taxon:548473,Staphylococcus aureus subsp. aureus TCH60,http://www.wikidata.org/entity/Q188121
blaROB-13,blaROB,,broad-spectrum class A beta-lactamase ROB-13,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_015431537.1,NG_059321.1,No,AGH37381.1,CP003745.1,-,87301,88218,+,101.0,1018.0,,,,blaROB-13,2024-01-31.1,Pasteurellaceae,broad-spectrum class A beta-lactamase ROB-13,Pasteurellaceae,Bibersteinia trehalosi USDA-ARS-USMARC-192 blaROB,broad-spectrum class A beta-lactamase ROB-13,,Bibersteinia trehalosi USDA-ARS-USMARC-192,taxon:1171377,Bibersteinia trehalosi USDA-ARS-USMARC-192,USDA-ARS-USMARC-192,Bibersteinia trehalosi USDA-ARS-USMARC-192,USDA-ARS-USMARC-192,taxon:1171377,Bibersteinia trehalosi USDA-ARS-USMARC-192,http://www.wikidata.org/entity/Q25840314
blaSFC-3,blaSFC,,carbapenem-hydrolyzing class A beta-lactamase SFC-3,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_051363721.1,NG_077966.1,Yes,,ASZA01000006.1,-,266580,267509,+,101.0,1030.0,,,,blaSFC-3,2024-01-31.1,Serratia fonticola,carbapenem-hydrolyzing class A beta-lactamase SFC-3,Serratia fonticola,Serratia fonticola AU-AP2C blaSFC,carbapenem-hydrolyzing class A beta-lactamase SFC-3,,Serratia fonticola AU-AP2C,taxon:1332071,,,Serratia fonticola AU-AP2C,AU-AP2C,taxon:1332071,Serratia fonticola AU-AP2C,http://www.wikidata.org/entity/Q17629952
blaSFH-1,blaSFH,,subclass B2 metallo-beta-lactamase SFH-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_071766619.1,NG_052115.1,Yes,,AUZV01000091.1,+,3459,4220,+,101.0,862.0,,,,blaSFH-1,2024-01-31.1,Serratia,subclass B2 metallo-beta-lactamase SFH-1,Serratia,Serratia fonticola UTAD54 blaSFH,subclass B2 metallo-beta-lactamase SFH-1,,Serratia fonticola UTAD54,taxon:1379259,,,Serratia fonticola UTAD54,UTAD54,taxon:1379259,Serratia fonticola UTAD54,http://www.wikidata.org/entity/Q17629952
blaSGM-2,blaSGM,,class A beta-lactamase SGM-2,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_041385949.1,NG_049984.2,Yes,,AP010803.1,-,2177617,2178546,+,101.0,1030.0,,,,blaSGM-2,2024-01-31.1,Sphingobium indicum,class A beta-lactamase SGM-2,Sphingobium indicum,Sphingobium japonicum UT26S blaSGM,class A beta-lactamase SGM-2,,Sphingobium indicum UT26S,taxon:452662,,,Sphingobium indicum UT26S,UT26S,taxon:452662,Sphingobium indicum UT26S,http://www.wikidata.org/entity/Q18392374
blaSGM-3,blaSGM,,class A beta-lactamase SGM-3,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_007688792.1,NG_052647.1,No,APL93830.1,CP013070.1,+,941833,942762,+,101.0,1030.0,,,,blaSGM-3,2024-01-31.1,Sphingobium indicum,class A beta-lactamase SGM-3,Sphingobium indicum,Sphingobium indicum B90A blaSGM,class A beta-lactamase SGM-3,,Sphingobium indicum B90A,taxon:861109,Sphingobium indicum B90A,B90A,Sphingobium indicum B90A,B90A,taxon:861109,Sphingobium indicum B90A,http://www.wikidata.org/entity/Q18392374
blaSGM-4,blaSGM,,class A beta-lactamase SGM-4,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_013846594.1,NG_049986.1,No,AEG48329.1,CP002798.1,+,670688,671617,+,101.0,1030.0,,,,blaSGM-4,2024-01-31.1,Sphingobium chlorophenolicum,class A beta-lactamase SGM-4,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum L-1 blaSGM,class A beta-lactamase SGM-4,,Sphingobium chlorophenolicum L-1,taxon:690566,Sphingobium chlorophenolicum L-1,L-1,Sphingobium chlorophenolicum L-1,L-1,taxon:690566,Sphingobium chlorophenolicum L-1,http://www.wikidata.org/entity/Q7576783
blaSHD-1,blaSHD,,subclass B1 metallo-beta-lactamase SHD-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_011495276.1,NG_077967.1,No,ABE54111.1,CP000302.1,+,941609,942418,+,101.0,910.0,,,,blaSHD-1,2024-01-31.1,Shewanella denitrificans,subclass B1 metallo-beta-lactamase SHD-1,Shewanella denitrificans,Shewanella denitrificans OS217 blaSHD,subclass B1 metallo-beta-lactamase SHD-1,,Shewanella denitrificans OS217,taxon:318161,Shewanella denitrificans OS217,OS217,Shewanella denitrificans OS217,OS217,taxon:318161,Shewanella denitrificans OS217,http://www.wikidata.org/entity/Q21327861
blaSHN-1,blaSHN,,subclass B1 metallo-beta-lactamase SHN-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_011497575.1,NG_059313.1,No,ABE56430.1,CP000302.1,-,3782703,3783416,+,101.0,814.0,,,,blaSHN-1,2024-01-31.1,Shewanella denitrificans,subclass B1 metallo-beta-lactamase SHN-1,Shewanella denitrificans,Shewanella denitrificans OS217 blaSHN,subclass B1 metallo-beta-lactamase SHN-1,,Shewanella denitrificans OS217,taxon:318161,Shewanella denitrificans OS217,OS217,Shewanella denitrificans OS217,OS217,taxon:318161,Shewanella denitrificans OS217,http://www.wikidata.org/entity/Q21327861
blaSIE-1,blaSIE,,subclass B3 metallo-beta-lactamase SIE-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_007683232.1,NG_081773.1,No,APL95059.1,CP013070.1,-,2379246,2380169,+,101.0,1024.0,,,,blaSIE-1,2024-01-31.1,Sphingobium indicum,subclass B3 metallo-beta-lactamase SIE-1,Sphingobium indicum,Sphingobium indicum B90A blaSIE,subclass B3 metallo-beta-lactamase SIE-1,,Sphingobium indicum B90A,taxon:861109,Sphingobium indicum B90A,B90A,Sphingobium indicum B90A,B90A,taxon:861109,Sphingobium indicum B90A,http://www.wikidata.org/entity/Q18392374
blaSPR-1,blaSPR,,putative metallo-beta-lactamase SPR-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_012145975.1,NG_052102.1,No,ABV42357.1,CP000826.1,-,3595455,3596351,+,101.0,997.0,23982345,,,blaSPR-1,2024-01-31.1,Serratia proteamaculans,subclass B3 metallo-beta-lactamase SPR-1,Serratia proteamaculans,Serratia proteamaculans 568 blaSPR,putative metallo-beta-lactamase SPR-1,,Serratia proteamaculans 568,taxon:399741,Serratia proteamaculans 568,568,Serratia proteamaculans 568,568,taxon:399741,Serratia proteamaculans 568,http://www.wikidata.org/entity/Q7455381
blaSTA-1,blaSTA,,subclass B1 metallo-beta-lactamase STA-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_109545039.1,NG_057419.1,Yes,,AAMD01000056.1,+,40246,41031,+,101.0,886.0,,,,blaSTA-1,2024-01-31.1,Stigmatella aurantiaca,subclass B1 metallo-beta-lactamase STA-1,Stigmatella aurantiaca,Stigmatella aurantiaca DW4/3-1 blaSTA,subclass B1 metallo-beta-lactamase STA-1,,Stigmatella aurantiaca DW4/3-1,taxon:378806,,,Stigmatella aurantiaca DW4/3-1,DW4/3-1,taxon:378806,Stigmatella aurantiaca DW4/3-1,http://www.wikidata.org/entity/Q7616495
blaTEM-144,blaTEM,,extended-spectrum class A beta-lactamase TEM-144,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_021598056.1,NG_050187.1,No,CAJ17558.1,AM049399.1,+,1,861,+,1.0,861.0,16436745,,,blaTEM-144,2024-01-31.1,Salmonella enterica,extended-spectrum class A beta-lactamase TEM-144,Salmonella enterica,Salmonella enterica subsp. enterica serovar Derby str. D1 blaTEM,extended-spectrum class A beta-lactamase TEM-144,,Salmonella enterica subsp. enterica serovar Derby str. D1,taxon:1197886,Salmonella enterica subsp. enterica serovar Derby str. D1,D1,Salmonella enterica subsp. enterica serovar Derby str. D1,D1,taxon:1197886,Salmonella enterica subsp. enterica serovar Derby str. D1,http://www.wikidata.org/entity/Q2264864
blaYEM-1,blaYEM,,subclass B2 metallo-beta-lactamase YEM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004874166.1,NG_070759.1,No,EEQ11779.1,AALD02000006.1,+,127234,127974,+,101.0,841.0,,,,blaYEM-1,2024-01-31.1,Yersinia mollaretii,subclass B2 metallo-beta-lactamase YEM-1,Yersinia mollaretii,Yersinia mollaretii ATCC 43969 blaYEM,subclass B2 metallo-beta-lactamase YEM-1,,Yersinia mollaretii ATCC 43969,taxon:349967,Yersinia mollaretii ATCC 43969,ATCC 43969,Yersinia mollaretii ATCC 43969,ATCC 43969,taxon:349967,Yersinia mollaretii ATCC 43969,http://www.wikidata.org/entity/Q16994539
,blaZ,,penicillin-hydrolyzing class A beta-lactamase BlaZ,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_000733285.1,NG_047533.1,No,BAB43879.1,AP003139.1,-,7945,8790,+,101.0,946.0,11418146,,,blaZ,2024-01-31.1,Staphylococcus aureus,penicillin-hydrolyzing class A beta-lactamase BlaZ,Staphylococcus aureus,Staphylococcus aureus subsp. aureus N315 pN315 blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,,Staphylococcus aureus subsp. aureus N315,taxon:158879,Staphylococcus aureus subsp. aureus N315,N315,Staphylococcus aureus subsp. aureus N315,N315,taxon:158879,Staphylococcus aureus subsp. aureus N315,http://www.wikidata.org/entity/Q188121
,blaZ,,penicillin-hydrolyzing class A beta-lactamase BlaZ,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_000733275.1,NG_055994.1,No,ABQ50525.1,CP000704.1,+,11805,12650,+,101.0,946.0,,,,blaZ,2024-01-31.1,Staphylococcus aureus,penicillin-hydrolyzing class A beta-lactamase BlaZ,Staphylococcus aureus,Staphylococcus aureus subsp. aureus JH9 pSJH901 blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,,Staphylococcus aureus subsp. aureus JH9,taxon:359786,Staphylococcus aureus subsp. aureus JH9,JH9,Staphylococcus aureus subsp. aureus JH9,JH9,taxon:359786,Staphylococcus aureus subsp. aureus JH9,http://www.wikidata.org/entity/Q188121
,blaZ,,penicillin-hydrolyzing class A beta-lactamase BlaZ,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_000733287.1,NG_055997.1,No,ABX30712.1,CP000731.1,-,7916,8761,+,101.0,946.0,17986343,,,blaZ,2024-01-31.1,Staphylococcus,penicillin-hydrolyzing class A beta-lactamase BlaZ,Staphylococcus,Staphylococcus aureus subsp. aureus USA300_TCH1516 pUSA300HOUMR blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,,Staphylococcus aureus subsp. aureus USA300_TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,http://www.wikidata.org/entity/Q188121
,blaZ,,penicillin-hydrolyzing class A beta-lactamase BlaZ,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_000733281.1,NG_055999.1,No,ABX30738.1,CP000732.1,-,9683,10528,+,101.0,946.0,17986343,,,blaZ,2024-01-31.1,Staphylococcus,penicillin-hydrolyzing class A beta-lactamase BlaZ,Staphylococcus,Staphylococcus aureus subsp. aureus USA300_TCH959 pUSA300HOUMS blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,,Staphylococcus aureus subsp. aureus USA300_TCH959,taxon:450394,Staphylococcus aureus subsp. aureus USA300_TCH959,USA300_TCH959,Staphylococcus aureus subsp. aureus USA300_TCH959,USA300_TCH959,taxon:450394,Staphylococcus aureus subsp. aureus USA300_TCH959,http://www.wikidata.org/entity/Q188121
